,Feature1,Feature2,Correlation_x,Correlation_y
3423,Te_rho_z1,Te_rho_z11,True,True
3424,Te_rho_z1,Te_rho_z2,True,True
3425,Te_rho_z1,Te_rho_z3,True,True
3426,Te_rho_z1,Te_rho_z4,True,True
3427,Te_rho_z1,Te_rho_z5,True,True
3428,Te_rho_z1,Te_rho_z6,True,True
3429,Te_rho_z1,Te_rho_z7,True,True
3430,Te_rho_z1,Te_rho_z8,True,True
3431,Te_rho_z1,Te_rho_z9,True,True
3432,Te_rho_z10,Te_rho_z1,True,True
3433,Te_rho_z10,Te_rho_z11,True,True
3434,Te_rho_z10,Te_rho_z2,True,True
3435,Te_rho_z10,Te_rho_z3,True,True
3436,Te_rho_z10,Te_rho_z4,True,True
3437,Te_rho_z10,Te_rho_z5,True,True
3438,Te_rho_z10,Te_rho_z6,True,True
3439,Te_rho_z10,Te_rho_z7,True,True
3440,Te_rho_z10,Te_rho_z8,True,True
3441,Te_rho_z10,Te_rho_z9,True,True
3442,Te_rho_z11,Te_rho_z1,True,True
3443,Te_rho_z11,Te_rho_z10,True,True
3444,Te_rho_z11,Te_rho_z12,True,True
3445,Te_rho_z11,Te_rho_z2,True,True
3446,Te_rho_z11,Te_rho_z3,True,True
3447,Te_rho_z11,Te_rho_z4,True,True
3448,Te_rho_z11,Te_rho_z5,True,True
3449,Te_rho_z11,Te_rho_z6,True,True
3450,Te_rho_z11,Te_rho_z7,True,True
3451,Te_rho_z11,Te_rho_z8,True,True
3452,Te_rho_z11,Te_rho_z9,True,True
3453,Te_rho_z12,Te_rho_z11,True,True
3454,Te_rho_z12,Te_rho_z13,True,True
3455,Te_rho_z13,Te_rho_z12,True,True
3456,Te_rho_z13,Te_rho_z14,True,True
3457,Te_rho_z14,Ne_rho_z24,True,True
3458,Te_rho_z14,Ne_rho_z25,True,True
3459,Te_rho_z14,Ne_rho_z26,True,True
3460,Te_rho_z14,Ne_rho_z27,True,True
3461,Te_rho_z14,Ne_rho_z28,True,True
3462,Te_rho_z14,Ne_rho_z29,True,True
3463,Te_rho_z14,Ne_rho_z30,True,True
3464,Te_rho_z14,Ne_rho_z31,True,True
3465,Te_rho_z14,Ne_rho_z32,True,True
3466,Te_rho_z14,Ne_rho_z33,True,True
3467,Te_rho_z14,Ne_rho_z34,True,True
3468,Te_rho_z14,Ne_rho_z35,True,True
3469,Te_rho_z14,Ne_rho_z36,True,True
3470,Te_rho_z14,Ne_rho_z37,True,True
3471,Te_rho_z14,Ne_rho_z38,True,True
3472,Te_rho_z14,Ne_rho_z39,True,True
3473,Te_rho_z14,Ne_rho_z40,True,True
3474,Te_rho_z14,Ne_rho_z41,True,True
3475,Te_rho_z14,Ne_rho_z42,True,True
3476,Te_rho_z14,Ne_rho_z43,True,True
3477,Te_rho_z14,Ne_rho_z44,True,True
3478,Te_rho_z14,Ne_rho_z45,True,True
3479,Te_rho_z14,Ne_rho_z46,True,True
3480,Te_rho_z14,Ne_rho_z47,True,True
3481,Te_rho_z14,Ne_rho_z48,True,True
3482,Te_rho_z14,Ne_rho_z49,True,True
3483,Te_rho_z14,Ne_rho_z50,True,True
3484,Te_rho_z14,Ne_rho_z51,True,True
3485,Te_rho_z14,Ne_rho_z52,True,True
3486,Te_rho_z14,Ne_rho_z53,True,True
3487,Te_rho_z14,Te_rho_z13,True,True
3488,Te_rho_z14,Te_rho_z15,True,True
3489,Te_rho_z14,Te_rho_z16,True,True
3490,Te_rho_z14,Te_rho_z17,True,True
3491,Te_rho_z14,Te_rho_z18,True,True
3492,Te_rho_z14,Te_rho_z19,True,True
3493,Te_rho_z14,Te_rho_z20,True,True
3494,Te_rho_z14,Te_rho_z21,True,True
3495,Te_rho_z14,Te_rho_z22,True,True
3496,Te_rho_z14,Te_rho_z23,True,True
3497,Te_rho_z14,Te_rho_z24,True,True
3498,Te_rho_z14,Te_rho_z25,True,True
3499,Te_rho_z14,Te_rho_z26,True,True
3500,Te_rho_z14,Te_rho_z27,True,True
3501,Te_rho_z14,Te_rho_z28,True,True
3502,Te_rho_z14,Te_rho_z29,True,True
3503,Te_rho_z14,Te_rho_z30,True,True
3504,Te_rho_z14,Te_rho_z31,True,True
3505,Te_rho_z14,Te_rho_z32,True,True
3506,Te_rho_z14,Te_rho_z33,True,True
3507,Te_rho_z14,Te_rho_z34,True,True
3508,Te_rho_z14,Te_rho_z35,True,True
3509,Te_rho_z14,Te_rho_z36,True,True
3510,Te_rho_z14,Te_rho_z37,True,True
3511,Te_rho_z14,Te_rho_z38,True,True
3512,Te_rho_z14,Te_rho_z39,True,True
3513,Te_rho_z14,Te_rho_z40,True,True
3514,Te_rho_z14,Te_rho_z41,True,True
3515,Te_rho_z14,Te_rho_z42,True,True
3516,Te_rho_z14,Te_rho_z43,True,True
3517,Te_rho_z14,Te_rho_z44,True,True
3518,Te_rho_z14,Te_rho_z45,True,True
3519,Te_rho_z14,Te_rho_z46,True,True
3520,Te_rho_z14,Te_rho_z47,True,True
3521,Te_rho_z14,Te_rho_z48,True,True
3522,Te_rho_z14,Te_rho_z49,True,True
3523,Te_rho_z14,Te_rho_z50,True,True
3524,Te_rho_z14,Te_rho_z51,True,True
3525,Te_rho_z14,Te_rho_z52,True,True
3526,Te_rho_z14,Te_rho_z53,True,True
3527,Te_rho_z14,Te_rho_z54,True,True
3528,Te_rho_z14,Te_rho_z55,True,True
3529,Te_rho_z14,Te_rho_z56,True,True
3530,Te_rho_z15,Ne_rho_z24,True,True
3531,Te_rho_z15,Ne_rho_z25,True,True
3532,Te_rho_z15,Ne_rho_z26,True,True
3533,Te_rho_z15,Ne_rho_z27,True,True
3534,Te_rho_z15,Ne_rho_z28,True,True
3535,Te_rho_z15,Ne_rho_z29,True,True
3536,Te_rho_z15,Ne_rho_z30,True,True
3537,Te_rho_z15,Ne_rho_z31,True,True
3538,Te_rho_z15,Ne_rho_z32,True,True
3539,Te_rho_z15,Ne_rho_z33,True,True
3540,Te_rho_z15,Ne_rho_z34,True,True
3541,Te_rho_z15,Ne_rho_z35,True,True
3542,Te_rho_z15,Ne_rho_z36,True,True
3543,Te_rho_z15,Ne_rho_z37,True,True
3544,Te_rho_z15,Ne_rho_z38,True,True
3545,Te_rho_z15,Ne_rho_z39,True,True
3546,Te_rho_z15,Ne_rho_z40,True,True
3547,Te_rho_z15,Ne_rho_z41,True,True
3548,Te_rho_z15,Ne_rho_z42,True,True
3549,Te_rho_z15,Ne_rho_z43,True,True
3550,Te_rho_z15,Ne_rho_z44,True,True
3551,Te_rho_z15,Ne_rho_z45,True,True
3552,Te_rho_z15,Ne_rho_z46,True,True
3553,Te_rho_z15,Ne_rho_z47,True,True
3554,Te_rho_z15,Ne_rho_z48,True,True
3555,Te_rho_z15,Ne_rho_z49,True,True
3556,Te_rho_z15,Ne_rho_z50,True,True
3557,Te_rho_z15,Ne_rho_z51,True,True
3558,Te_rho_z15,Ne_rho_z52,True,True
3559,Te_rho_z15,Ne_rho_z53,True,True
3560,Te_rho_z15,Ne_rho_z54,True,True
3561,Te_rho_z15,Te_rho_z14,True,True
3562,Te_rho_z15,Te_rho_z16,True,True
3563,Te_rho_z15,Te_rho_z17,True,True
3564,Te_rho_z15,Te_rho_z18,True,True
3565,Te_rho_z15,Te_rho_z19,True,True
3566,Te_rho_z15,Te_rho_z20,True,True
3567,Te_rho_z15,Te_rho_z21,True,True
3568,Te_rho_z15,Te_rho_z22,True,True
3569,Te_rho_z15,Te_rho_z23,True,True
3570,Te_rho_z15,Te_rho_z24,True,True
3571,Te_rho_z15,Te_rho_z25,True,True
3572,Te_rho_z15,Te_rho_z26,True,True
3573,Te_rho_z15,Te_rho_z27,True,True
3574,Te_rho_z15,Te_rho_z28,True,True
3575,Te_rho_z15,Te_rho_z29,True,True
3576,Te_rho_z15,Te_rho_z30,True,True
3577,Te_rho_z15,Te_rho_z31,True,True
3578,Te_rho_z15,Te_rho_z32,True,True
3579,Te_rho_z15,Te_rho_z33,True,True
3580,Te_rho_z15,Te_rho_z34,True,True
3581,Te_rho_z15,Te_rho_z35,True,True
3582,Te_rho_z15,Te_rho_z36,True,True
3583,Te_rho_z15,Te_rho_z37,True,True
3584,Te_rho_z15,Te_rho_z38,True,True
3585,Te_rho_z15,Te_rho_z39,True,True
3586,Te_rho_z15,Te_rho_z40,True,True
3587,Te_rho_z15,Te_rho_z41,True,True
3588,Te_rho_z15,Te_rho_z42,True,True
3589,Te_rho_z15,Te_rho_z43,True,True
3590,Te_rho_z15,Te_rho_z44,True,True
3591,Te_rho_z15,Te_rho_z45,True,True
3592,Te_rho_z15,Te_rho_z46,True,True
3593,Te_rho_z15,Te_rho_z47,True,True
3594,Te_rho_z15,Te_rho_z48,True,True
3595,Te_rho_z15,Te_rho_z49,True,True
3596,Te_rho_z15,Te_rho_z50,True,True
3597,Te_rho_z15,Te_rho_z51,True,True
3598,Te_rho_z15,Te_rho_z52,True,True
3599,Te_rho_z15,Te_rho_z53,True,True
3600,Te_rho_z15,Te_rho_z54,True,True
3601,Te_rho_z15,Te_rho_z55,True,True
3602,Te_rho_z15,Te_rho_z56,True,True
3603,Te_rho_z15,Te_rho_z57,True,True
3604,Te_rho_z16,Ne_rho_z24,True,True
3605,Te_rho_z16,Ne_rho_z25,True,True
3606,Te_rho_z16,Ne_rho_z26,True,True
3607,Te_rho_z16,Ne_rho_z27,True,True
3608,Te_rho_z16,Ne_rho_z28,True,True
3609,Te_rho_z16,Ne_rho_z29,True,True
3610,Te_rho_z16,Ne_rho_z30,True,True
3611,Te_rho_z16,Ne_rho_z31,True,True
3612,Te_rho_z16,Ne_rho_z32,True,True
3613,Te_rho_z16,Ne_rho_z33,True,True
3614,Te_rho_z16,Ne_rho_z34,True,True
3615,Te_rho_z16,Ne_rho_z35,True,True
3616,Te_rho_z16,Ne_rho_z36,True,True
3617,Te_rho_z16,Ne_rho_z37,True,True
3618,Te_rho_z16,Ne_rho_z38,True,True
3619,Te_rho_z16,Ne_rho_z39,True,True
3620,Te_rho_z16,Ne_rho_z40,True,True
3621,Te_rho_z16,Ne_rho_z41,True,True
3622,Te_rho_z16,Ne_rho_z42,True,True
3623,Te_rho_z16,Ne_rho_z43,True,True
3624,Te_rho_z16,Ne_rho_z44,True,True
3625,Te_rho_z16,Ne_rho_z45,True,True
3626,Te_rho_z16,Ne_rho_z46,True,True
3627,Te_rho_z16,Ne_rho_z47,True,True
3628,Te_rho_z16,Ne_rho_z48,True,True
3629,Te_rho_z16,Ne_rho_z49,True,True
3630,Te_rho_z16,Ne_rho_z50,True,True
3631,Te_rho_z16,Ne_rho_z51,True,True
3632,Te_rho_z16,Ne_rho_z52,True,True
3633,Te_rho_z16,Ne_rho_z53,True,True
3634,Te_rho_z16,Ne_rho_z54,True,True
3635,Te_rho_z16,Te_rho_z14,True,True
3636,Te_rho_z16,Te_rho_z15,True,True
3637,Te_rho_z16,Te_rho_z17,True,True
3638,Te_rho_z16,Te_rho_z18,True,True
3639,Te_rho_z16,Te_rho_z19,True,True
3640,Te_rho_z16,Te_rho_z20,True,True
3641,Te_rho_z16,Te_rho_z21,True,True
3642,Te_rho_z16,Te_rho_z22,True,True
3643,Te_rho_z16,Te_rho_z23,True,True
3644,Te_rho_z16,Te_rho_z24,True,True
3645,Te_rho_z16,Te_rho_z25,True,True
3646,Te_rho_z16,Te_rho_z26,True,True
3647,Te_rho_z16,Te_rho_z27,True,True
3648,Te_rho_z16,Te_rho_z28,True,True
3649,Te_rho_z16,Te_rho_z29,True,True
3650,Te_rho_z16,Te_rho_z30,True,True
3651,Te_rho_z16,Te_rho_z31,True,True
3652,Te_rho_z16,Te_rho_z32,True,True
3653,Te_rho_z16,Te_rho_z33,True,True
3654,Te_rho_z16,Te_rho_z34,True,True
3655,Te_rho_z16,Te_rho_z35,True,True
3656,Te_rho_z16,Te_rho_z36,True,True
3657,Te_rho_z16,Te_rho_z37,True,True
3658,Te_rho_z16,Te_rho_z38,True,True
3659,Te_rho_z16,Te_rho_z39,True,True
3660,Te_rho_z16,Te_rho_z40,True,True
3661,Te_rho_z16,Te_rho_z41,True,True
3662,Te_rho_z16,Te_rho_z42,True,True
3663,Te_rho_z16,Te_rho_z43,True,True
3664,Te_rho_z16,Te_rho_z44,True,True
3665,Te_rho_z16,Te_rho_z45,True,True
3666,Te_rho_z16,Te_rho_z46,True,True
3667,Te_rho_z16,Te_rho_z47,True,True
3668,Te_rho_z16,Te_rho_z48,True,True
3669,Te_rho_z16,Te_rho_z49,True,True
3670,Te_rho_z16,Te_rho_z50,True,True
3671,Te_rho_z16,Te_rho_z51,True,True
3672,Te_rho_z16,Te_rho_z52,True,True
3673,Te_rho_z16,Te_rho_z53,True,True
3674,Te_rho_z16,Te_rho_z54,True,True
3675,Te_rho_z16,Te_rho_z55,True,True
3676,Te_rho_z16,Te_rho_z56,True,True
3677,Te_rho_z16,Te_rho_z57,True,True
3678,Te_rho_z17,Ne_rho_z24,True,True
3679,Te_rho_z17,Ne_rho_z25,True,True
3680,Te_rho_z17,Ne_rho_z26,True,True
3681,Te_rho_z17,Ne_rho_z27,True,True
3682,Te_rho_z17,Ne_rho_z28,True,True
3683,Te_rho_z17,Ne_rho_z29,True,True
3684,Te_rho_z17,Ne_rho_z30,True,True
3685,Te_rho_z17,Ne_rho_z31,True,True
3686,Te_rho_z17,Ne_rho_z32,True,True
3687,Te_rho_z17,Ne_rho_z33,True,True
3688,Te_rho_z17,Ne_rho_z34,True,True
3689,Te_rho_z17,Ne_rho_z35,True,True
3690,Te_rho_z17,Ne_rho_z36,True,True
3691,Te_rho_z17,Ne_rho_z37,True,True
3692,Te_rho_z17,Ne_rho_z38,True,True
3693,Te_rho_z17,Ne_rho_z39,True,True
3694,Te_rho_z17,Ne_rho_z40,True,True
3695,Te_rho_z17,Ne_rho_z41,True,True
3696,Te_rho_z17,Ne_rho_z42,True,True
3697,Te_rho_z17,Ne_rho_z43,True,True
3698,Te_rho_z17,Ne_rho_z44,True,True
3699,Te_rho_z17,Ne_rho_z45,True,True
3700,Te_rho_z17,Ne_rho_z46,True,True
3701,Te_rho_z17,Ne_rho_z47,True,True
3702,Te_rho_z17,Ne_rho_z48,True,True
3703,Te_rho_z17,Ne_rho_z49,True,True
3704,Te_rho_z17,Ne_rho_z50,True,True
3705,Te_rho_z17,Ne_rho_z51,True,True
3706,Te_rho_z17,Ne_rho_z52,True,True
3707,Te_rho_z17,Ne_rho_z53,True,True
3708,Te_rho_z17,Ne_rho_z54,True,True
3709,Te_rho_z17,Te_rho_z14,True,True
3710,Te_rho_z17,Te_rho_z15,True,True
3711,Te_rho_z17,Te_rho_z16,True,True
3712,Te_rho_z17,Te_rho_z18,True,True
3713,Te_rho_z17,Te_rho_z19,True,True
3714,Te_rho_z17,Te_rho_z20,True,True
3715,Te_rho_z17,Te_rho_z21,True,True
3716,Te_rho_z17,Te_rho_z22,True,True
3717,Te_rho_z17,Te_rho_z23,True,True
3718,Te_rho_z17,Te_rho_z24,True,True
3719,Te_rho_z17,Te_rho_z25,True,True
3720,Te_rho_z17,Te_rho_z26,True,True
3721,Te_rho_z17,Te_rho_z27,True,True
3722,Te_rho_z17,Te_rho_z28,True,True
3723,Te_rho_z17,Te_rho_z29,True,True
3724,Te_rho_z17,Te_rho_z30,True,True
3725,Te_rho_z17,Te_rho_z31,True,True
3726,Te_rho_z17,Te_rho_z32,True,True
3727,Te_rho_z17,Te_rho_z33,True,True
3728,Te_rho_z17,Te_rho_z34,True,True
3729,Te_rho_z17,Te_rho_z35,True,True
3730,Te_rho_z17,Te_rho_z36,True,True
3731,Te_rho_z17,Te_rho_z37,True,True
3732,Te_rho_z17,Te_rho_z38,True,True
3733,Te_rho_z17,Te_rho_z39,True,True
3734,Te_rho_z17,Te_rho_z40,True,True
3735,Te_rho_z17,Te_rho_z41,True,True
3736,Te_rho_z17,Te_rho_z42,True,True
3737,Te_rho_z17,Te_rho_z43,True,True
3738,Te_rho_z17,Te_rho_z44,True,True
3739,Te_rho_z17,Te_rho_z45,True,True
3740,Te_rho_z17,Te_rho_z46,True,True
3741,Te_rho_z17,Te_rho_z47,True,True
3742,Te_rho_z17,Te_rho_z48,True,True
3743,Te_rho_z17,Te_rho_z49,True,True
3744,Te_rho_z17,Te_rho_z50,True,True
3745,Te_rho_z17,Te_rho_z51,True,True
3746,Te_rho_z17,Te_rho_z52,True,True
3747,Te_rho_z17,Te_rho_z53,True,True
3748,Te_rho_z17,Te_rho_z54,True,True
3749,Te_rho_z17,Te_rho_z55,True,True
3750,Te_rho_z17,Te_rho_z56,True,True
3751,Te_rho_z17,Te_rho_z57,True,True
3752,Te_rho_z17,Te_rho_z58,True,True
3753,Te_rho_z18,Ne_rho_z25,True,True
3754,Te_rho_z18,Ne_rho_z26,True,True
3755,Te_rho_z18,Ne_rho_z27,True,True
3756,Te_rho_z18,Ne_rho_z28,True,True
3757,Te_rho_z18,Ne_rho_z29,True,True
3758,Te_rho_z18,Ne_rho_z30,True,True
3759,Te_rho_z18,Ne_rho_z31,True,True
3760,Te_rho_z18,Ne_rho_z32,True,True
3761,Te_rho_z18,Ne_rho_z33,True,True
3762,Te_rho_z18,Ne_rho_z34,True,True
3763,Te_rho_z18,Ne_rho_z35,True,True
3764,Te_rho_z18,Ne_rho_z36,True,True
3765,Te_rho_z18,Ne_rho_z37,True,True
3766,Te_rho_z18,Ne_rho_z38,True,True
3767,Te_rho_z18,Ne_rho_z39,True,True
3768,Te_rho_z18,Ne_rho_z40,True,True
3769,Te_rho_z18,Ne_rho_z41,True,True
3770,Te_rho_z18,Ne_rho_z42,True,True
3771,Te_rho_z18,Ne_rho_z43,True,True
3772,Te_rho_z18,Ne_rho_z44,True,True
3773,Te_rho_z18,Ne_rho_z45,True,True
3774,Te_rho_z18,Ne_rho_z46,True,True
3775,Te_rho_z18,Ne_rho_z47,True,True
3776,Te_rho_z18,Ne_rho_z48,True,True
3777,Te_rho_z18,Ne_rho_z49,True,True
3778,Te_rho_z18,Ne_rho_z50,True,True
3779,Te_rho_z18,Ne_rho_z51,True,True
3780,Te_rho_z18,Ne_rho_z52,True,True
3781,Te_rho_z18,Ne_rho_z53,True,True
3782,Te_rho_z18,Ne_rho_z54,True,True
3783,Te_rho_z18,Ne_rho_z55,True,True
3784,Te_rho_z18,Te_rho_z14,True,True
3785,Te_rho_z18,Te_rho_z15,True,True
3786,Te_rho_z18,Te_rho_z16,True,True
3787,Te_rho_z18,Te_rho_z17,True,True
3788,Te_rho_z18,Te_rho_z19,True,True
3789,Te_rho_z18,Te_rho_z20,True,True
3790,Te_rho_z18,Te_rho_z21,True,True
3791,Te_rho_z18,Te_rho_z22,True,True
3792,Te_rho_z18,Te_rho_z23,True,True
3793,Te_rho_z18,Te_rho_z24,True,True
3794,Te_rho_z18,Te_rho_z25,True,True
3795,Te_rho_z18,Te_rho_z26,True,True
3796,Te_rho_z18,Te_rho_z27,True,True
3797,Te_rho_z18,Te_rho_z28,True,True
3798,Te_rho_z18,Te_rho_z29,True,True
3799,Te_rho_z18,Te_rho_z30,True,True
3800,Te_rho_z18,Te_rho_z31,True,True
3801,Te_rho_z18,Te_rho_z32,True,True
3802,Te_rho_z18,Te_rho_z33,True,True
3803,Te_rho_z18,Te_rho_z34,True,True
3804,Te_rho_z18,Te_rho_z35,True,True
3805,Te_rho_z18,Te_rho_z36,True,True
3806,Te_rho_z18,Te_rho_z37,True,True
3807,Te_rho_z18,Te_rho_z38,True,True
3808,Te_rho_z18,Te_rho_z39,True,True
3809,Te_rho_z18,Te_rho_z40,True,True
3810,Te_rho_z18,Te_rho_z41,True,True
3811,Te_rho_z18,Te_rho_z42,True,True
3812,Te_rho_z18,Te_rho_z43,True,True
3813,Te_rho_z18,Te_rho_z44,True,True
3814,Te_rho_z18,Te_rho_z45,True,True
3815,Te_rho_z18,Te_rho_z46,True,True
3816,Te_rho_z18,Te_rho_z47,True,True
3817,Te_rho_z18,Te_rho_z48,True,True
3818,Te_rho_z18,Te_rho_z49,True,True
3819,Te_rho_z18,Te_rho_z50,True,True
3820,Te_rho_z18,Te_rho_z51,True,True
3821,Te_rho_z18,Te_rho_z52,True,True
3822,Te_rho_z18,Te_rho_z53,True,True
3823,Te_rho_z18,Te_rho_z54,True,True
3824,Te_rho_z18,Te_rho_z55,True,True
3825,Te_rho_z18,Te_rho_z56,True,True
3826,Te_rho_z18,Te_rho_z57,True,True
3827,Te_rho_z18,Te_rho_z58,True,True
3828,Te_rho_z19,Ne_rho_z24,True,True
3829,Te_rho_z19,Ne_rho_z25,True,True
3830,Te_rho_z19,Ne_rho_z26,True,True
3831,Te_rho_z19,Ne_rho_z27,True,True
3832,Te_rho_z19,Ne_rho_z28,True,True
3833,Te_rho_z19,Ne_rho_z29,True,True
3834,Te_rho_z19,Ne_rho_z30,True,True
3835,Te_rho_z19,Ne_rho_z31,True,True
3836,Te_rho_z19,Ne_rho_z32,True,True
3837,Te_rho_z19,Ne_rho_z33,True,True
3838,Te_rho_z19,Ne_rho_z34,True,True
3839,Te_rho_z19,Ne_rho_z35,True,True
3840,Te_rho_z19,Ne_rho_z36,True,True
3841,Te_rho_z19,Ne_rho_z37,True,True
3842,Te_rho_z19,Ne_rho_z38,True,True
3843,Te_rho_z19,Ne_rho_z39,True,True
3844,Te_rho_z19,Ne_rho_z40,True,True
3845,Te_rho_z19,Ne_rho_z41,True,True
3846,Te_rho_z19,Ne_rho_z42,True,True
3847,Te_rho_z19,Ne_rho_z43,True,True
3848,Te_rho_z19,Ne_rho_z44,True,True
3849,Te_rho_z19,Ne_rho_z45,True,True
3850,Te_rho_z19,Ne_rho_z46,True,True
3851,Te_rho_z19,Ne_rho_z47,True,True
3852,Te_rho_z19,Ne_rho_z48,True,True
3853,Te_rho_z19,Ne_rho_z49,True,True
3854,Te_rho_z19,Ne_rho_z50,True,True
3855,Te_rho_z19,Ne_rho_z51,True,True
3856,Te_rho_z19,Ne_rho_z52,True,True
3857,Te_rho_z19,Ne_rho_z53,True,True
3858,Te_rho_z19,Ne_rho_z54,True,True
3859,Te_rho_z19,Ne_rho_z55,True,True
3860,Te_rho_z19,Te_rho_z14,True,True
3861,Te_rho_z19,Te_rho_z15,True,True
3862,Te_rho_z19,Te_rho_z16,True,True
3863,Te_rho_z19,Te_rho_z17,True,True
3864,Te_rho_z19,Te_rho_z18,True,True
3865,Te_rho_z19,Te_rho_z20,True,True
3866,Te_rho_z19,Te_rho_z21,True,True
3867,Te_rho_z19,Te_rho_z22,True,True
3868,Te_rho_z19,Te_rho_z23,True,True
3869,Te_rho_z19,Te_rho_z24,True,True
3870,Te_rho_z19,Te_rho_z25,True,True
3871,Te_rho_z19,Te_rho_z26,True,True
3872,Te_rho_z19,Te_rho_z27,True,True
3873,Te_rho_z19,Te_rho_z28,True,True
3874,Te_rho_z19,Te_rho_z29,True,True
3875,Te_rho_z19,Te_rho_z30,True,True
3876,Te_rho_z19,Te_rho_z31,True,True
3877,Te_rho_z19,Te_rho_z32,True,True
3878,Te_rho_z19,Te_rho_z33,True,True
3879,Te_rho_z19,Te_rho_z34,True,True
3880,Te_rho_z19,Te_rho_z35,True,True
3881,Te_rho_z19,Te_rho_z36,True,True
3882,Te_rho_z19,Te_rho_z37,True,True
3883,Te_rho_z19,Te_rho_z38,True,True
3884,Te_rho_z19,Te_rho_z39,True,True
3885,Te_rho_z19,Te_rho_z40,True,True
3886,Te_rho_z19,Te_rho_z41,True,True
3887,Te_rho_z19,Te_rho_z42,True,True
3888,Te_rho_z19,Te_rho_z43,True,True
3889,Te_rho_z19,Te_rho_z44,True,True
3890,Te_rho_z19,Te_rho_z45,True,True
3891,Te_rho_z19,Te_rho_z46,True,True
3892,Te_rho_z19,Te_rho_z47,True,True
3893,Te_rho_z19,Te_rho_z48,True,True
3894,Te_rho_z19,Te_rho_z49,True,True
3895,Te_rho_z19,Te_rho_z50,True,True
3896,Te_rho_z19,Te_rho_z51,True,True
3897,Te_rho_z19,Te_rho_z52,True,True
3898,Te_rho_z19,Te_rho_z53,True,True
3899,Te_rho_z19,Te_rho_z54,True,True
3900,Te_rho_z19,Te_rho_z55,True,True
3901,Te_rho_z19,Te_rho_z56,True,True
3902,Te_rho_z19,Te_rho_z57,True,True
3903,Te_rho_z19,Te_rho_z58,True,True
3904,Te_rho_z2,Te_rho_z1,True,True
3905,Te_rho_z2,Te_rho_z10,True,True
3906,Te_rho_z2,Te_rho_z11,True,True
3907,Te_rho_z2,Te_rho_z3,True,True
3908,Te_rho_z2,Te_rho_z4,True,True
3909,Te_rho_z2,Te_rho_z5,True,True
3910,Te_rho_z2,Te_rho_z6,True,True
3911,Te_rho_z2,Te_rho_z7,True,True
3912,Te_rho_z2,Te_rho_z8,True,True
3913,Te_rho_z2,Te_rho_z9,True,True
3914,Te_rho_z20,Ne_rho_z24,True,True
3915,Te_rho_z20,Ne_rho_z25,True,True
3916,Te_rho_z20,Ne_rho_z26,True,True
3917,Te_rho_z20,Ne_rho_z27,True,True
3918,Te_rho_z20,Ne_rho_z28,True,True
3919,Te_rho_z20,Ne_rho_z29,True,True
3920,Te_rho_z20,Ne_rho_z30,True,True
3921,Te_rho_z20,Ne_rho_z31,True,True
3922,Te_rho_z20,Ne_rho_z32,True,True
3923,Te_rho_z20,Ne_rho_z33,True,True
3924,Te_rho_z20,Ne_rho_z34,True,True
3925,Te_rho_z20,Ne_rho_z35,True,True
3926,Te_rho_z20,Ne_rho_z36,True,True
3927,Te_rho_z20,Ne_rho_z37,True,True
3928,Te_rho_z20,Ne_rho_z38,True,True
3929,Te_rho_z20,Ne_rho_z39,True,True
3930,Te_rho_z20,Ne_rho_z40,True,True
3931,Te_rho_z20,Ne_rho_z41,True,True
3932,Te_rho_z20,Ne_rho_z42,True,True
3933,Te_rho_z20,Ne_rho_z43,True,True
3934,Te_rho_z20,Ne_rho_z44,True,True
3935,Te_rho_z20,Ne_rho_z45,True,True
3936,Te_rho_z20,Ne_rho_z46,True,True
3937,Te_rho_z20,Ne_rho_z47,True,True
3938,Te_rho_z20,Ne_rho_z48,True,True
3939,Te_rho_z20,Ne_rho_z49,True,True
3940,Te_rho_z20,Ne_rho_z50,True,True
3941,Te_rho_z20,Ne_rho_z51,True,True
3942,Te_rho_z20,Ne_rho_z52,True,True
3943,Te_rho_z20,Ne_rho_z53,True,True
3944,Te_rho_z20,Ne_rho_z54,True,True
3945,Te_rho_z20,Ne_rho_z55,True,True
3946,Te_rho_z20,Te_rho_z14,True,True
3947,Te_rho_z20,Te_rho_z15,True,True
3948,Te_rho_z20,Te_rho_z16,True,True
3949,Te_rho_z20,Te_rho_z17,True,True
3950,Te_rho_z20,Te_rho_z18,True,True
3951,Te_rho_z20,Te_rho_z19,True,True
3952,Te_rho_z20,Te_rho_z21,True,True
3953,Te_rho_z20,Te_rho_z22,True,True
3954,Te_rho_z20,Te_rho_z23,True,True
3955,Te_rho_z20,Te_rho_z24,True,True
3956,Te_rho_z20,Te_rho_z25,True,True
3957,Te_rho_z20,Te_rho_z26,True,True
3958,Te_rho_z20,Te_rho_z27,True,True
3959,Te_rho_z20,Te_rho_z28,True,True
3960,Te_rho_z20,Te_rho_z29,True,True
3961,Te_rho_z20,Te_rho_z30,True,True
3962,Te_rho_z20,Te_rho_z31,True,True
3963,Te_rho_z20,Te_rho_z32,True,True
3964,Te_rho_z20,Te_rho_z33,True,True
3965,Te_rho_z20,Te_rho_z34,True,True
3966,Te_rho_z20,Te_rho_z35,True,True
3967,Te_rho_z20,Te_rho_z36,True,True
3968,Te_rho_z20,Te_rho_z37,True,True
3969,Te_rho_z20,Te_rho_z38,True,True
3970,Te_rho_z20,Te_rho_z39,True,True
3971,Te_rho_z20,Te_rho_z40,True,True
3972,Te_rho_z20,Te_rho_z41,True,True
